"loan_amnt";"funded_amnt";"int_rate";"grade";"emp_length";"home_ownership";"annual_inc";"loan_status";"purpose";"dti";"loan_status_1";"int_rate_grp";"emp_len_grp"
9,2;9,2;9;"B";"n/a";"RENT";22,8;"Charged Off";"other";16,79;"default_new";"Low";"Junior"
25;25;10;"B";"4 years";"MORTGAGE";132;"Charged Off";"debt_consolidation";18,51;"default_new";"Low";"Junior"
5;5;12;"C";"10+ years";"RENT";51;"Charged Off";"major_purchase";1,53;"default_new";"Medium";"Senior"
6;6;11;"B";"2 years";"RENT";46,68;"Charged Off";"medical";6,56;"default_new";"Medium";"Junior"
12;12;14;"D";"4 years";"RENT";136,5;"Charged Off";"educational";9,84;"default_new";"Medium";"Junior"
7,75;7,75;16;"D";"1 year";"MORTGAGE";60;"Charged Off";"debt_consolidation";21,14;"default_new";"Medium";"Junior"
12,25;12,25;11;"B";"2 years";"MORTGAGE";31;"Charged Off";"debt_consolidation";19,86;"default_new";"Medium";"Junior"
21;21;16;"E";"9 years";"MORTGAGE";65,6;"Charged Off";"other";9,46;"default_new";"Medium";"Senior"
1,45;1,45;9;"B";"10+ years";"MORTGAGE";35;"Charged Off";"small_business";7,54;"default_new";"Low";"Senior"
4,75;4,75;14;"D";"3 years";"RENT";14,4;"Charged Off";"small_business";11,92;"default_new";"Medium";"Junior"
5;5;14;"C";"1 year";"RENT";16,8;"Charged Off";"major_purchase";4,43;"default_new";"Medium";"Junior"
16;16;13;"C";"2 years";"MORTGAGE";124,8;"Charged Off";"debt_consolidation";11,1;"default_new";"Medium";"Junior"
1,5;1,5;13;"C";"3 years";"OWN";48;"Charged Off";"other";0,63;"default_new";"Medium";"Junior"
3,5;3,5;10;"B";"1 year";"MORTGAGE";54;"Charged Off";"other";21,69;"default_new";"Low";"Junior"
10;10;13;"C";"5 years";"RENT";40;"Charged Off";"small_business";17,07;"default_new";"Medium";"Mid-level"
15;15;12;"C";"n/a";"RENT";49,439;"Charged Off";"debt_consolidation";18,96;"default_new";"Medium";"Junior"
16;16;13;"C";"10+ years";"MORTGAGE";43,2;"Charged Off";"debt_consolidation";22,97;"default_new";"Medium";"Senior"
25;25;11;"B";"10+ years";"MORTGAGE";82;"Charged Off";"debt_consolidation";17,15;"default_new";"Medium";"Senior"
7;7;7;"A";"n/a";"MORTGAGE";61;"Charged Off";"other";22,58;"default_new";"Low";"Junior"
12;12;13;"C";"6 years";"RENT";25,2;"Charged Off";"debt_consolidation";4,32;"default_new";"Medium";"Mid-level"
12;12;14;"D";"2 years";"RENT";40,31;"Charged Off";"debt_consolidation";10,63;"default_new";"Medium";"Junior"
1,6;1,6;9;"B";"1 year";"RENT";18;"Charged Off";"moving";3,07;"default_new";"Low";"Junior"
5;5;15;"D";"3 years";"MORTGAGE";19,2;"Charged Off";"major_purchase";8,81;"default_new";"Medium";"Junior"
3,5;3,5;14;"C";"3 years";"RENT";30;"Charged Off";"other";15,36;"default_new";"Medium";"Junior"
6;6;10;"B";"2 years";"RENT";28,8;"Charged Off";"debt_consolidation";6,38;"default_new";"Low";"Junior"
7;7;15;"D";"3 years";"RENT";47,5;"Charged Off";"other";10,64;"default_new";"Medium";"Junior"
10;10;10;"B";"7 years";"MORTGAGE";40;"Charged Off";"other";17,97;"default_new";"Low";"Mid-level"
19,2;19,2;10;"B";"10+ years";"RENT";77;"Charged Off";"credit_card";19,23;"default_new";"Low";"Senior"
15;15;14;"D";"< 1 year";"MORTGAGE";75;"Charged Off";"credit_card";8,52;"default_new";"Medium";"Junior"
10;10;13;"C";"n/a";"RENT";24;"Charged Off";"educational";1,3;"default_new";"Medium";"Junior"
18;18;13;"C";"10+ years";"RENT";36,72;"Charged Off";"debt_consolidation";15,23;"default_new";"Medium";"Senior"
25;25;19;"F";"10+ years";"MORTGAGE";123;"Charged Off";"debt_consolidation";22,58;"default_new";"High";"Senior"
14;14;13;"C";"3 years";"MORTGAGE";69,582;"Charged Off";"small_business";9,61;"default_new";"Medium";"Junior"
7,5;7,5;15;"D";"2 years";"RENT";28,128;"Charged Off";"debt_consolidation";9,3;"default_new";"Medium";"Junior"
6;6;11;"B";"< 1 year";"RENT";32;"Charged Off";"debt_consolidation";8,93;"default_new";"Medium";"Junior"
7,2;7,2;14;"D";"10+ years";"MORTGAGE";30;"Charged Off";"other";10,08;"default_new";"Medium";"Senior"
5;5;14;"C";"4 years";"RENT";65;"Charged Off";"other";14,97;"default_new";"Medium";"Junior"
7;7;14;"D";"n/a";"RENT";20;"Charged Off";"major_purchase";14,82;"default_new";"Medium";"Junior"
25;25;10;"B";"2 years";"RENT";100;"Charged Off";"debt_consolidation";13,4;"default_new";"Low";"Junior"
7;7;13;"C";"3 years";"RENT";58;"Charged Off";"other";17,57;"default_new";"Medium";"Junior"
8;8;11;"B";"3 years";"RENT";45;"Charged Off";"debt_consolidation";22,93;"default_new";"Medium";"Junior"
8;8;13;"C";"4 years";"RENT";60;"Charged Off";"debt_consolidation";9,76;"default_new";"Medium";"Junior"
2,5;2,5;14;"D";"8 years";"RENT";54,996;"Charged Off";"major_purchase";15,45;"default_new";"Medium";"Mid-level"
8;8;16;"D";"10+ years";"OWN";59,506;"Charged Off";"other";21,66;"default_new";"Medium";"Senior"
10;10;9;"B";"1 year";"RENT";33,6;"Charged Off";"debt_consolidation";19,96;"default_new";"Low";"Junior"
12;12;10;"B";"10+ years";"RENT";51,449;"Charged Off";"debt_consolidation";11,97;"default_new";"Low";"Senior"
1,3;1,3;12;"C";"3 years";"RENT";9,6;"Charged Off";"debt_consolidation";20,63;"default_new";"Medium";"Junior"
10;10;7;"A";"5 years";"MORTGAGE";108;"Charged Off";"debt_consolidation";12,32;"default_new";"Low";"Mid-level"
11;11;13;"C";"< 1 year";"RENT";42;"Charged Off";"other";1,31;"default_new";"Medium";"Junior"
4,6;4,6;14;"D";"5 years";"RENT";58;"Charged Off";"vacation";5,63;"default_new";"Medium";"Mid-level"
6,3;6,3;13;"C";"n/a";"RENT";12,624;"Charged Off";"other";6,27;"default_new";"Medium";"Junior"
25;25;10;"B";"10+ years";"MORTGAGE";70;"Charged Off";"debt_consolidation";16,17;"default_new";"Low";"Senior"
2,5;2,5;15;"D";"6 years";"RENT";38,4;"Charged Off";"major_purchase";17,81;"default_new";"Medium";"Mid-level"
16;16;15;"D";"5 years";"MORTGAGE";64;"Charged Off";"medical";15,31;"default_new";"Medium";"Mid-level"
7,75;7,75;13;"C";"n/a";"RENT";24;"Charged Off";"debt_consolidation";15,8;"default_new";"Medium";"Junior"
19,4;19,4;13;"C";"3 years";"MORTGAGE";70,5;"Charged Off";"debt_consolidation";11,76;"default_new";"Medium";"Junior"
13;13;10;"B";"2 years";"RENT";76;"Charged Off";"debt_consolidation";24,33;"default_new";"Low";"Junior"
12;12;7;"A";"10+ years";"MORTGAGE";80;"Charged Off";"debt_consolidation";11,13;"default_new";"Low";"Senior"
10;10;10;"B";"6 years";"RENT";26;"Charged Off";"major_purchase";5,49;"default_new";"Low";"Mid-level"
15;15;10;"B";"2 years";"RENT";45;"Charged Off";"credit_card";20,56;"default_new";"Low";"Junior"
10;10;10;"B";"7 years";"RENT";120;"Charged Off";"debt_consolidation";0,99;"default_new";"Low";"Mid-level"
4;4;11;"B";"< 1 year";"RENT";22;"Charged Off";"major_purchase";10,53;"default_new";"Medium";"Junior"
3;3;10;"B";"4 years";"RENT";43,2;"Charged Off";"other";0,78;"default_new";"Low";"Junior"
2,2;2,2;13;"C";"n/a";"RENT";15;"Charged Off";"debt_consolidation";5,04;"default_new";"Medium";"Junior"
20;20;10;"B";"8 years";"RENT";75;"Charged Off";"debt_consolidation";20,91;"default_new";"Low";"Mid-level"
4;4;15;"D";"2 years";"RENT";53;"Charged Off";"house";5,25;"default_new";"Medium";"Junior"
2,85;2,85;13;"C";"4 years";"MORTGAGE";48;"Charged Off";"debt_consolidation";3,55;"default_new";"Medium";"Junior"
18,3;18,3;10;"B";"7 years";"MORTGAGE";79;"Charged Off";"home_improvement";17,27;"default_new";"Low";"Mid-level"
10;10;13;"C";"4 years";"MORTGAGE";23;"Charged Off";"home_improvement";6,52;"default_new";"Medium";"Junior"
7;7;14;"C";"3 years";"RENT";35,654;"Charged Off";"debt_consolidation";13,29;"default_new";"Medium";"Junior"
3;3;17;"E";"3 years";"RENT";44;"Charged Off";"educational";0,46;"default_new";"Medium";"Junior"
2,5;2,5;15;"D";"< 1 year";"MORTGAGE";44;"Charged Off";"home_improvement";11,05;"default_new";"Medium";"Junior"
1;1;14;"D";"1 year";"RENT";12,24;"Charged Off";"educational";20,98;"default_new";"Medium";"Junior"
3;3;7;"A";"7 years";"OWN";41,235;"Charged Off";"other";19,85;"default_new";"Low";"Mid-level"
24;24;10;"B";"4 years";"MORTGAGE";90;"Charged Off";"small_business";0,59;"default_new";"Low";"Junior"
10;10;11;"B";"6 years";"RENT";50,30736;"Charged Off";"debt_consolidation";23,45;"default_new";"Medium";"Mid-level"
20;20;11;"B";"10+ years";"MORTGAGE";65;"Charged Off";"other";16,69;"default_new";"Medium";"Senior"
3,5;3,5;13;"C";"< 1 year";"RENT";18;"Charged Off";"other";4,67;"default_new";"Medium";"Junior"
9,25;9,25;13;"C";"5 years";"RENT";27,12;"Charged Off";"debt_consolidation";18,72;"default_new";"Medium";"Mid-level"
16;16;13;"C";"3 years";"RENT";80;"Charged Off";"debt_consolidation";12,73;"default_new";"Medium";"Junior"
15;15;10;"B";"7 years";"MORTGAGE";64;"Charged Off";"debt_consolidation";16,69;"default_new";"Low";"Mid-level"
9,6;9,6;10;"B";"2 years";"RENT";68;"Charged Off";"house";15,14;"default_new";"Low";"Junior"
1,5;1,5;7;"A";"n/a";"RENT";45;"Charged Off";"other";17,12;"default_new";"Low";"Junior"
8;8;10;"B";"3 years";"RENT";28;"Charged Off";"small_business";21,39;"default_new";"Low";"Junior"
4,2;4,2;16;"E";"4 years";"RENT";34;"Charged Off";"other";16,02;"default_new";"Medium";"Junior"
12;12;12;"C";"n/a";"MORTGAGE";60;"Charged Off";"debt_consolidation";20,32;"default_new";"Medium";"Junior"
18;18;17;"E";"3 years";"RENT";45;"Charged Off";"debt_consolidation";10,13;"default_new";"Medium";"Junior"
7,5;7,5;10;"B";"1 year";"RENT";60;"Charged Off";"debt_consolidation";11,62;"default_new";"Low";"Junior"
20;20;10;"B";"< 1 year";"RENT";64;"Charged Off";"debt_consolidation";6,06;"default_new";"Low";"Junior"
10;10;10;"B";"10+ years";"OWN";136,5;"Charged Off";"small_business";6,84;"default_new";"Low";"Senior"
5;5;15;"D";"1 year";"RENT";36;"Charged Off";"medical";3,17;"default_new";"Medium";"Junior"
14,5;14,5;14;"D";"1 year";"RENT";36;"Charged Off";"debt_consolidation";18,23;"default_new";"Medium";"Junior"
10;10;13;"C";"2 years";"RENT";50;"Charged Off";"debt_consolidation";18,26;"default_new";"Medium";"Junior"
20;20;13;"C";"2 years";"MORTGAGE";65;"Charged Off";"small_business";7,53;"default_new";"Medium";"Junior"
9,6;9,6;13;"C";"7 years";"RENT";37,8;"Charged Off";"other";23,84;"default_new";"Medium";"Mid-level"
7;7;13;"C";"2 years";"RENT";58;"Charged Off";"other";20,44;"default_new";"Medium";"Junior"
25;25;10;"B";"8 years";"RENT";136,5;"Charged Off";"moving";17,51;"default_new";"Low";"Mid-level"
14,5;14,5;13;"C";"3 years";"RENT";43,2;"Charged Off";"debt_consolidation";23,72;"default_new";"Medium";"Junior"
24;24;10;"B";"10+ years";"MORTGAGE";136,5;"Charged Off";"credit_card";4,32;"default_new";"Low";"Senior"
20;20;17;"E";"< 1 year";"MORTGAGE";90;"Charged Off";"other";12,41;"default_new";"Medium";"Junior"
5,55;5,55;11;"B";"5 years";"RENT";31;"Charged Off";"car";1,59;"default_new";"Medium";"Mid-level"
8,55;8,55;10;"B";"5 years";"RENT";42;"Charged Off";"debt_consolidation";18,89;"default_new";"Low";"Mid-level"
10;10;9;"B";"< 1 year";"RENT";43,2;"Charged Off";"major_purchase";13,39;"default_new";"Low";"Junior"
1,75;1,75;12;"C";"3 years";"OWN";11,44;"Charged Off";"other";18,46;"default_new";"Medium";"Junior"
10;10;10;"B";"5 years";"RENT";125;"Charged Off";"other";14,24;"default_new";"Low";"Mid-level"
22;22;13;"C";"10+ years";"RENT";49;"Charged Off";"debt_consolidation";21,22;"default_new";"Medium";"Senior"
3;3;10;"B";"< 1 year";"RENT";13,2;"Charged Off";"debt_consolidation";14,18;"default_new";"Low";"Junior"
10;10;14;"D";"8 years";"MORTGAGE";90,305;"Charged Off";"debt_consolidation";9,51;"default_new";"Medium";"Mid-level"
4;4;12;"C";"10+ years";"RENT";48,804;"Charged Off";"debt_consolidation";8,73;"default_new";"Medium";"Senior"
2;2;14;"C";"3 years";"MORTGAGE";50,4;"Charged Off";"debt_consolidation";17,79;"default_new";"Medium";"Junior"
15;15;14;"D";"7 years";"MORTGAGE";66;"Charged Off";"debt_consolidation";12,64;"default_new";"Medium";"Mid-level"
8;8;10;"B";"4 years";"MORTGAGE";55;"Charged Off";"small_business";6,55;"default_new";"Low";"Junior"
7;7;7;"A";"3 years";"MORTGAGE";113;"Charged Off";"credit_card";16,91;"default_new";"Low";"Junior"
8,4;8,4;10;"B";"4 years";"RENT";39,5;"Charged Off";"debt_consolidation";1,49;"default_new";"Low";"Junior"
19,75;19,75;15;"D";"9 years";"RENT";53;"Charged Off";"credit_card";3,67;"default_new";"Medium";"Senior"
18;18;13;"C";"7 years";"MORTGAGE";98;"Charged Off";"small_business";18,82;"default_new";"Medium";"Mid-level"
16;16;14;"C";"2 years";"MORTGAGE";45;"Charged Off";"home_improvement";8,53;"default_new";"Medium";"Junior"
15;15;11;"B";"5 years";"MORTGAGE";46;"Charged Off";"credit_card";19,57;"default_new";"Medium";"Mid-level"
15;15;10;"B";"3 years";"RENT";75;"Charged Off";"credit_card";7,71;"default_new";"Low";"Junior"
7;7;10;"B";"2 years";"OWN";20,8;"Charged Off";"debt_consolidation";19,62;"default_new";"Low";"Junior"
22;22;11;"B";"5 years";"MORTGAGE";45;"Charged Off";"debt_consolidation";14,27;"default_new";"Medium";"Mid-level"
4;4;7;"A";"4 years";"RENT";100;"Charged Off";"small_business";1,48;"default_new";"Low";"Junior"
6;6;11;"B";"3 years";"OWN";65;"Charged Off";"debt_consolidation";6,02;"default_new";"Medium";"Junior"
8,4;8,4;12;"C";"n/a";"MORTGAGE";66;"Charged Off";"credit_card";23,58;"default_new";"Medium";"Junior"
18;18;14;"C";"5 years";"MORTGAGE";72;"Charged Off";"debt_consolidation";14,88;"default_new";"Medium";"Mid-level"
1,5;1,5;11;"B";"10+ years";"MORTGAGE";58;"Charged Off";"medical";24,74;"default_new";"Medium";"Senior"
3;3;14;"D";"6 years";"RENT";63;"Charged Off";"debt_consolidation";7,81;"default_new";"Medium";"Mid-level"
25;25;10;"B";"10+ years";"RENT";136,5;"Charged Off";"other";4,36;"default_new";"Low";"Senior"
12;12;13;"C";"5 years";"RENT";52,8;"Charged Off";"credit_card";24,68;"default_new";"Medium";"Mid-level"
6;6;10;"B";"2 years";"MORTGAGE";44,3;"Charged Off";"home_improvement";7,61;"default_new";"Low";"Junior"
16;16;10;"B";"10+ years";"RENT";36;"Charged Off";"small_business";16,33;"default_new";"Low";"Senior"
8,5;8,5;10;"B";"10+ years";"MORTGAGE";46,5;"Charged Off";"debt_consolidation";18,68;"default_new";"Low";"Senior"
25;25;20;"G";"1 year";"MORTGAGE";60;"Charged Off";"small_business";8,04;"default_new";"High";"Junior"
25;25;10;"B";"10+ years";"MORTGAGE";110;"Charged Off";"home_improvement";17,62;"default_new";"Low";"Senior"
7,75;7,75;14;"D";"6 years";"RENT";35;"Charged Off";"debt_consolidation";24,99;"default_new";"Medium";"Mid-level"
12;12;13;"C";"6 years";"MORTGAGE";60;"Charged Off";"home_improvement";8,42;"default_new";"Medium";"Mid-level"
6;6;15;"D";"2 years";"MORTGAGE";34;"Charged Off";"car";14,86;"default_new";"Medium";"Junior"
5,6;5,6;14;"C";"5 years";"MORTGAGE";66;"Charged Off";"wedding";24,82;"default_new";"Medium";"Mid-level"
8;8;9;"B";"5 years";"RENT";46;"Charged Off";"other";6,16;"default_new";"Low";"Mid-level"
15,25;15,25;13;"C";"6 years";"MORTGAGE";55,493;"Charged Off";"major_purchase";11,89;"default_new";"Medium";"Mid-level"
10;10;13;"C";"3 years";"MORTGAGE";34;"Charged Off";"small_business";5,44;"default_new";"Medium";"Junior"
3,2;3,2;13;"C";"6 years";"RENT";25;"Charged Off";"other";17,86;"default_new";"Medium";"Mid-level"
10,4;10,4;10;"B";"5 years";"OWN";45;"Charged Off";"debt_consolidation";14,83;"default_new";"Low";"Mid-level"
20;20;10;"B";"9 years";"MORTGAGE";136,5;"Charged Off";"debt_consolidation";8,72;"default_new";"Low";"Senior"
20;20;10;"B";"< 1 year";"MORTGAGE";98;"Charged Off";"debt_consolidation";21,02;"default_new";"Low";"Junior"
6;6;10;"B";"2 years";"RENT";32;"Charged Off";"debt_consolidation";13,99;"default_new";"Low";"Junior"
3,8;3,8;13;"C";"3 years";"MORTGAGE";68,5;"Charged Off";"home_improvement";23,25;"default_new";"Medium";"Junior"
16;16;19;"F";"4 years";"MORTGAGE";85;"Charged Off";"home_improvement";17,36;"default_new";"High";"Junior"
2,5;2,5;14;"D";"< 1 year";"RENT";10;"Charged Off";"other";13,44;"default_new";"Medium";"Junior"
15;15;14;"D";"< 1 year";"RENT";75,6;"Charged Off";"debt_consolidation";20,1;"default_new";"Medium";"Junior"
4,8;4,8;10;"B";"1 year";"RENT";15;"Charged Off";"debt_consolidation";0;"default_new";"Low";"Junior"
8;8;13;"C";"1 year";"RENT";35;"Charged Off";"small_business";1,65;"default_new";"Medium";"Junior"
9,25;9,25;14;"C";"< 1 year";"RENT";19,2;"Charged Off";"debt_consolidation";10,81;"default_new";"Medium";"Junior"
5;5;12;"C";"< 1 year";"MORTGAGE";61;"Charged Off";"other";15,76;"default_new";"Medium";"Junior"
5;5;10;"B";"3 years";"RENT";40,04;"Charged Off";"other";19,12;"default_new";"Low";"Junior"
16;16;11;"B";"1 year";"RENT";45;"Charged Off";"credit_card";8,83;"default_new";"Medium";"Junior"
3;3;10;"B";"10+ years";"OWN";35;"Charged Off";"other";8,91;"default_new";"Low";"Senior"
15;15;11;"B";"10+ years";"MORTGAGE";72;"Charged Off";"small_business";17,82;"default_new";"Medium";"Senior"
8,5;8,5;16;"D";"2 years";"RENT";31,8;"Charged Off";"debt_consolidation";23,07;"default_new";"Medium";"Junior"
4;4;10;"B";"n/a";"RENT";27,5;"Charged Off";"credit_card";5,76;"default_new";"Low";"Junior"
4,2;4,2;11;"B";"5 years";"MORTGAGE";33;"Charged Off";"debt_consolidation";7,49;"default_new";"Medium";"Mid-level"
5,6;5,6;14;"D";"1 year";"RENT";45;"Charged Off";"debt_consolidation";4;"default_new";"Medium";"Junior"
1,2;1,2;13;"C";"5 years";"OWN";60;"Charged Off";"other";3,08;"default_new";"Medium";"Mid-level"
9;9;12;"C";"< 1 year";"RENT";26;"Charged Off";"debt_consolidation";17,12;"default_new";"Medium";"Junior"
5,8;5,8;13;"C";"2 years";"MORTGAGE";40;"Charged Off";"other";14,58;"default_new";"Medium";"Junior"
12;12;14;"D";"8 years";"MORTGAGE";133;"Charged Off";"debt_consolidation";12,48;"default_new";"Medium";"Mid-level"
18;18;10;"B";"10+ years";"MORTGAGE";62;"Charged Off";"credit_card";6,85;"default_new";"Low";"Senior"
7;7;14;"D";"< 1 year";"RENT";51;"Charged Off";"major_purchase";8,59;"default_new";"Medium";"Junior"
5,6;5,6;14;"D";"1 year";"RENT";14,4;"Charged Off";"debt_consolidation";6,33;"default_new";"Medium";"Junior"
4;4;12;"C";"2 years";"RENT";48;"Charged Off";"small_business";11,68;"default_new";"Medium";"Junior"
4,75;4,75;13;"C";"7 years";"MORTGAGE";85;"Charged Off";"debt_consolidation";18,49;"default_new";"Medium";"Mid-level"
3,25;3,25;7;"A";"2 years";"MORTGAGE";39;"Charged Off";"debt_consolidation";22,65;"default_new";"Low";"Junior"
18;18;15;"D";"3 years";"RENT";71;"Charged Off";"debt_consolidation";15,75;"default_new";"Medium";"Junior"
8;8;15;"D";"n/a";"MORTGAGE";52,8;"Charged Off";"home_improvement";7,36;"default_new";"Medium";"Junior"
10;10;10;"B";"n/a";"MORTGAGE";70;"Charged Off";"other";9,09;"default_new";"Low";"Junior"
25;25;18;"F";"2 years";"RENT";136,5;"Charged Off";"debt_consolidation";7,28;"default_new";"Medium";"Junior"
25;25;16;"E";"< 1 year";"MORTGAGE";136,5;"Charged Off";"debt_consolidation";13,96;"default_new";"Medium";"Junior"
4;4;15;"D";"5 years";"RENT";35;"Charged Off";"debt_consolidation";9,12;"default_new";"Medium";"Mid-level"
15;15;10;"B";"10+ years";"MORTGAGE";125;"Charged Off";"debt_consolidation";14,96;"default_new";"Low";"Senior"
5;5;7;"A";"10+ years";"RENT";41;"Charged Off";"debt_consolidation";14,84;"default_new";"Low";"Senior"
12;12;11;"B";"3 years";"OWN";30;"Charged Off";"debt_consolidation";17;"default_new";"Medium";"Junior"
5;5;11;"B";"10+ years";"RENT";58;"Charged Off";"other";23,96;"default_new";"Medium";"Senior"
15;15;12;"C";"1 year";"RENT";24;"Charged Off";"other";10,9;"default_new";"Medium";"Junior"
16;16;13;"C";"5 years";"RENT";50;"Charged Off";"debt_consolidation";21,07;"default_new";"Medium";"Mid-level"
8;8;13;"C";"< 1 year";"RENT";42;"Charged Off";"small_business";10,83;"default_new";"Medium";"Junior"
10;10;13;"C";"2 years";"RENT";83,976;"Charged Off";"major_purchase";1,8;"default_new";"Medium";"Junior"
7;7;14;"D";"7 years";"RENT";36,41684;"Charged Off";"other";9,65;"default_new";"Medium";"Mid-level"
4;4;13;"C";"2 years";"RENT";20;"Charged Off";"debt_consolidation";20,88;"default_new";"Medium";"Junior"
25;25;14;"D";"10+ years";"RENT";48;"Charged Off";"major_purchase";3,95;"default_new";"Medium";"Senior"
9;9;7;"A";"n/a";"MORTGAGE";136,5;"Charged Off";"educational";4,18;"default_new";"Low";"Junior"
25;25;15;"D";"10+ years";"RENT";72;"Charged Off";"small_business";18,05;"default_new";"Medium";"Senior"
9,8;9,8;13;"C";"n/a";"RENT";33;"Charged Off";"debt_consolidation";8,25;"default_new";"Medium";"Junior"
3;3;7;"A";"8 years";"RENT";24;"Charged Off";"other";5,55;"default_new";"Low";"Mid-level"
4;4;17;"E";"n/a";"OWN";37,2;"Charged Off";"home_improvement";9,35;"default_new";"Medium";"Junior"
20,5;20,5;20;"G";"5 years";"OWN";69;"Charged Off";"debt_consolidation";24,52;"default_new";"High";"Mid-level"
15;15;15;"D";"3 years";"OWN";85;"Charged Off";"other";22,63;"default_new";"Medium";"Junior"
15,2;15,2;13;"C";"7 years";"MORTGAGE";125;"Charged Off";"major_purchase";0;"default_new";"Medium";"Mid-level"
17,5;17,5;13;"C";"3 years";"MORTGAGE";75;"Charged Off";"small_business";22,18;"default_new";"Medium";"Junior"
8,5;8,5;16;"E";"< 1 year";"OWN";26;"Charged Off";"debt_consolidation";15,83;"default_new";"Medium";"Junior"
16,5;16,5;16;"E";"9 years";"OWN";96;"Charged Off";"debt_consolidation";15,1;"default_new";"Medium";"Senior"
16;16;14;"C";"< 1 year";"MORTGAGE";120;"Charged Off";"other";12,41;"default_new";"Medium";"Junior"
8;8;13;"C";"6 years";"RENT";82;"Charged Off";"credit_card";13,07;"default_new";"Medium";"Mid-level"
20;20;13;"C";"1 year";"MORTGAGE";65;"Charged Off";"debt_consolidation";14,29;"default_new";"Medium";"Junior"
13,75;13,75;12;"C";"1 year";"RENT";36;"Charged Off";"debt_consolidation";22,23;"default_new";"Medium";"Junior"
1;1;10;"B";"n/a";"RENT";10,5;"Charged Off";"educational";21,37;"default_new";"Low";"Junior"
5;5;13;"C";"< 1 year";"RENT";48;"Charged Off";"major_purchase";3,13;"default_new";"Medium";"Junior"
3,8;3,8;14;"D";"< 1 year";"OWN";20,4;"Charged Off";"debt_consolidation";19,29;"default_new";"Medium";"Junior"
8;8;12;"C";"9 years";"RENT";35;"Charged Off";"moving";5,11;"default_new";"Medium";"Senior"
10;10;13;"C";"10+ years";"RENT";136,5;"Charged Off";"credit_card";7,25;"default_new";"Medium";"Senior"
23,975;23,975;17;"E";"3 years";"MORTGAGE";136,5;"Charged Off";"debt_consolidation";23,44;"default_new";"Medium";"Junior"
6,4;6,4;14;"C";"< 1 year";"OWN";40;"Charged Off";"debt_consolidation";0,57;"default_new";"Medium";"Junior"
10;10;16;"E";"10+ years";"RENT";55;"Charged Off";"other";16,97;"default_new";"Medium";"Senior"
11,2;11,2;7;"A";"3 years";"OTHER";25;"Charged Off";"debt_consolidation";19,15;"default_new";"Low";"Junior"
14,4;14,4;10;"B";"5 years";"OWN";36;"Charged Off";"debt_consolidation";22,43;"default_new";"Low";"Mid-level"
10;10;14;"C";"n/a";"MORTGAGE";36;"Charged Off";"other";3,83;"default_new";"Medium";"Junior"
18;18;13;"C";"7 years";"RENT";54,5;"Charged Off";"debt_consolidation";13,59;"default_new";"Medium";"Mid-level"
15;15;13;"C";"< 1 year";"MORTGAGE";73,392;"Charged Off";"medical";16,24;"default_new";"Medium";"Junior"
15;15;14;"D";"10+ years";"RENT";37;"Charged Off";"wedding";14,14;"default_new";"Medium";"Senior"
20;20;13;"C";"10+ years";"MORTGAGE";136,5;"Charged Off";"small_business";9,21;"default_new";"Medium";"Senior"
16;16;12;"C";"3 years";"RENT";45;"Charged Off";"debt_consolidation";19,29;"default_new";"Medium";"Junior"
18;18;13;"C";"8 years";"RENT";73;"Charged Off";"debt_consolidation";10,25;"default_new";"Medium";"Mid-level"
4,75;4,75;13;"C";"< 1 year";"MORTGAGE";16,8;"Charged Off";"other";11,64;"default_new";"Medium";"Junior"
13;13;16;"D";"1 year";"OTHER";57,5;"Charged Off";"debt_consolidation";23,85;"default_new";"Medium";"Junior"
2;2;19;"F";"< 1 year";"MORTGAGE";50;"Charged Off";"small_business";17,28;"default_new";"High";"Junior"
8;8;12;"B";"3 years";"OWN";36;"Charged Off";"credit_card";10,37;"default_new";"Medium";"Junior"
7,75;7,75;12;"C";"4 years";"RENT";29,808;"Charged Off";"credit_card";22,42;"default_new";"Medium";"Junior"
20;20;12;"C";"10+ years";"OWN";51,6;"Charged Off";"home_improvement";0,23;"default_new";"Medium";"Senior"
19,6;19,6;15;"D";"10+ years";"MORTGAGE";67,499;"Charged Off";"debt_consolidation";13,58;"default_new";"Medium";"Senior"
7,75;7,75;17;"E";"2 years";"OWN";13,92;"Charged Off";"educational";2,24;"default_new";"Medium";"Junior"
3,6;3,6;14;"C";"5 years";"MORTGAGE";136,5;"Charged Off";"small_business";2,24;"default_new";"Medium";"Mid-level"
5;5;8;"A";"9 years";"MORTGAGE";75;"Charged Off";"debt_consolidation";12,59;"default_new";"Low";"Senior"
5;5;11;"B";"< 1 year";"MORTGAGE";30;"Charged Off";"car";9,92;"default_new";"Medium";"Junior"
6;6;16;"E";"3 years";"RENT";47,5;"Charged Off";"debt_consolidation";0,76;"default_new";"Medium";"Junior"
15;15;12;"B";"< 1 year";"OWN";70;"Charged Off";"educational";2,18;"default_new";"Medium";"Junior"
21;21;12;"B";"10+ years";"RENT";53,58;"Charged Off";"other";4,84;"default_new";"Medium";"Senior"
17,6;17,6;8;"A";"< 1 year";"OWN";63;"Charged Off";"credit_card";12,34;"default_new";"Low";"Junior"
25;25;17;"E";"< 1 year";"OWN";136,5;"Charged Off";"small_business";2,47;"default_new";"Medium";"Junior"
20;20;12;"B";"2 years";"RENT";51;"Charged Off";"educational";23,93;"default_new";"Medium";"Junior"
